Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$N_u (kN)$
Cold-formed,100,100,13.33333333,6.666666667,2250,59.80884703,375.4216773,599.484875
Cold-formed,100,100,10,5,2250,58.54734911,373.5399981,467.3334375
Cold-formed,100,100,8,4,2250,57.82046061,371.6335451,380.4658125
Cold-formed,100,100,6.666666667,3.333333333,2250,57.34764896,370.0055325,318.6255313
Cold-formed,100,100,5,2.5,2250,56.76932594,367.5143758,227.9030938
Cold-formed,100,100,3.555555556,1.777777778,2250,56.2790978,364.8683746,130.1875781
Cold-formed,100,100,26.66666667,13.33333333,2500,72.89599509,374.6013104,900.1305625
Cold-formed,100,100,20,10,2500,69.49099924,374.5615784,756.5478125
Cold-formed,100,100,13.33333333,6.666666667,2500,66.45427447,375.4216773,559.4313125
Cold-formed,100,100,10,5,2500,65.05261013,373.5399981,436.9331563
Cold-formed,100,100,8,4,2500,64.24495623,371.6335451,356.3308438
Cold-formed,100,100,6.666666667,3.333333333,2500,63.71960995,370.0055325,299.05975
Cold-formed,100,100,5,2.5,2500,63.07702882,367.5143758,216.8698438
Cold-formed,100,100,3.555555556,1.777777778,2500,62.53233089,364.8683746,125.8629141
Cold-formed,100,100,26.66666667,13.33333333,2750,80.1855946,374.6013104,828.7733125
Cold-formed,100,100,20,10,2750,76.44009916,374.5615784,700.0836875
Cold-formed,100,100,13.33333333,6.666666667,2750,73.09970192,375.4216773,520.2596563
Cold-formed,100,100,10,5,2750,71.55787114,373.5399981,406.3247188
Cold-formed,100,100,8,4,2750,70.66945186,371.6335451,332.0487188
Cold-formed,100,100,6.666666667,3.333333333,2750,70.09157095,370.0055325,279.115875
Cold-formed,100,100,5,2.5,2750,69.38473171,367.5143758,205.1355469
Cold-formed,100,100,3.555555556,1.777777778,2750,68.78556398,364.8683746,121.2832109
Cold-formed,100,100,26.66666667,13.33333333,3000,87.47519411,374.6013104,756.5443125
Cold-formed,100,100,20,10,3000,83.38919909,374.5615784,644.651375
Cold-formed,100,100,13.33333333,6.666666667,3000,79.74512937,375.4216773,481.7518438
Cold-formed,100,100,10,5,3000,78.06313215,373.5399981,377.9622813
Cold-formed,100,100,8,4,3000,77.09394748,371.6335451,309.0695
Cold-formed,100,100,6.666666667,3.333333333,3000,76.46353195,370.0055325,260.4485313
Cold-formed,100,100,5,2.5,3000,75.69243459,367.5143758,192.8266563
Cold-formed,100,100,3.555555556,1.777777778,3000,75.03879707,364.8683746,116.2779609
Cold-formed,100,100,26.66666667,13.33333333,3250,94.76479362,374.6013104,687.7868125
Cold-formed,100,100,20,10,3250,90.33829901,374.5615784,589.84975
Cold-formed,100,100,13.33333333,6.666666667,3250,86.39055682,375.4216773,443.6205625
Cold-formed,100,100,10,5,3250,84.56839316,373.5399981,349.8310938
Cold-formed,100,100,8,4,3250,83.5184431,371.6335451,286.9290625
Cold-formed,100,100,6.666666667,3.333333333,3250,82.83549294,370.0055325,242.0360781
Cold-formed,100,100,5,2.5,3250,82.00013747,367.5143758,180.2153594
Cold-formed,100,100,3.555555556,1.777777778,3250,81.29203016,364.8683746,110.7879609
Cold-formed,100,100,26.66666667,13.33333333,3500,102.0543931,374.6013104,623.15125
Cold-formed,100,100,20,10,3500,97.28739894,374.5615784,538.53025
Cold-formed,100,100,13.33333333,6.666666667,3500,93.03598426,375.4216773,406.7137813
Cold-formed,100,100,10,5,3500,91.07365418,373.5399981,322.1097813
Cold-formed,100,100,8,4,3500,89.94293873,371.6335451,264.532375
Cold-formed,100,100,6.666666667,3.333333333,3500,89.20745394,370.0055325,223.8495781
Cold-formed,100,100,5,2.5,3500,88.30784035,367.5143758,167.5392969
Cold-formed,100,100,3.555555556,1.777777778,3500,87.54526325,364.8683746,105.0339297
Cold-formed,100,100,26.66666667,13.33333333,3750,109.3439926,374.6013104,563.65925
Cold-formed,100,100,20,10,3750,104.2364989,374.5615784,489.9419375
Cold-formed,100,100,13.33333333,6.666666667,3750,99.68141171,375.4216773,372.4565
Cold-formed,100,100,10,5,3750,97.57891519,373.5399981,295.5469688
Cold-formed,100,100,8,4,3750,96.36743435,371.6335451,243.2634375
Cold-formed,100,100,6.666666667,3.333333333,3750,95.57941493,370.0055325,206.1986094
Cold-formed,100,100,5,2.5,3750,94.61554324,367.5143758,155.0839063
Cold-formed,100,100,3.555555556,1.777777778,3750,93.79849634,364.8683746,99.11553906
Cold-formed,100,100,26.66666667,13.33333333,4000,116.6335921,374.6013104,509.813
Cold-formed,100,100,20,10,4000,111.1855988,374.5615784,445.24275
Cold-formed,100,100,13.33333333,6.666666667,4000,106.3268392,375.4216773,340.080625
Cold-formed,100,100,10,5,4000,104.0841762,373.5399981,270.5775625
Cold-formed,100,100,8,4,4000,102.79193,371.6335451,223.3099688
Cold-formed,100,100,6.666666667,3.333333333,4000,101.9513759,370.0055325,189.3885625
Cold-formed,100,100,5,2.5,4000,100.9232461,367.5143758,142.9946094
Cold-formed,100,100,3.555555556,1.777777778,4000,100.0517294,364.8683746,92.97492969
Cold-formed,100,100,26.66666667,13.33333333,4250,123.9231917,374.6013104,461.6529688
Cold-formed,100,100,20,10,4250,118.1346987,374.5615784,404.7294688
Cold-formed,100,100,13.33333333,6.666666667,4250,112.9722666,375.4216773,310.3124375
Cold-formed,100,100,10,5,4250,110.5894372,373.5399981,247.4832344
Cold-formed,100,100,8,4,4250,109.2164256,371.6335451,204.5643594
Cold-formed,100,100,6.666666667,3.333333333,4250,108.3233369,370.0055325,173.7067031
Cold-formed,100,100,5,2.5,4250,107.230949,367.5143758,131.594
Cold-formed,100,100,3.555555556,1.777777778,4250,106.3049625,364.8683746,86.89302344
Cold-formed,100,100,26.66666667,13.33333333,4500,131.2127912,374.6013104,418.8278125
Cold-formed,100,100,20,10,4500,125.0837986,374.5615784,368.3292188
Cold-formed,100,100,13.33333333,6.666666667,4500,119.6176941,375.4216773,283.2885313
Cold-formed,100,100,10,5,4500,117.0946982,373.5399981,226.3802344
Cold-formed,100,100,8,4,4500,115.6409212,371.6335451,187.3805313
Cold-formed,100,100,6.666666667,3.333333333,4500,114.6952979,370.0055325,159.2865938
Cold-formed,100,100,5,2.5,4500,113.5386519,367.5143758,120.9893281
Cold-formed,100,100,3.555555556,1.777777778,4500,112.5581956,364.8683746,80.9735
Cold-formed,100,100,26.66666667,13.33333333,4750,138.5023907,374.6013104,380.8858125
Cold-formed,100,100,20,10,4750,132.0328986,374.5615784,335.8249063
Cold-formed,100,100,13.33333333,6.666666667,4750,126.2631215,375.4216773,258.9654531
Cold-formed,100,100,10,5,4750,123.5999592,373.5399981,207.2745781
Cold-formed,100,100,8,4,4750,122.0654168,371.6335451,171.7595
Cold-formed,100,100,6.666666667,3.333333333,4750,121.0672589,370.0055325,146.143625
Cold-formed,100,100,5,2.5,4750,119.8463548,367.5143758,111.2490234
Cold-formed,100,100,3.555555556,1.777777778,4750,118.8114287,364.8683746,75.35464844
Cold-formed,100,100,26.66666667,13.33333333,5000,145.7919902,374.6013104,348.157
Cold-formed,100,100,20,10,5000,138.9819985,374.5615784,306.86
Cold-formed,100,100,13.33333333,6.666666667,5000,132.9085489,375.4216773,237.1558281
Cold-formed,100,100,10,5,5000,130.1052203,373.5399981,190.0659219
Cold-formed,100,100,8,4,5000,128.4899125,371.6335451,157.6465781
Cold-formed,100,100,6.666666667,3.333333333,5000,127.4392199,370.0055325,134.2317969
Cold-formed,100,100,5,2.5,5000,126.1540576,367.5143758,102.3566328
Cold-formed,100,100,3.555555556,1.777777778,5000,125.0646618,364.8683746,70.04111719
Cold-formed,100,100,26.66666667,13.33333333,5250,153.0815897,374.6013104,319.4576563
Cold-formed,100,100,20,10,5250,145.9310984,374.5615784,281.1042813
Cold-formed,100,100,13.33333333,6.666666667,5250,139.5539764,375.4216773,217.6368281
Cold-formed,100,100,10,5,5250,136.6104813,373.5399981,174.6094531
Cold-formed,100,100,8,4,5250,134.9144081,371.6335451,144.9413281
Cold-formed,100,100,6.666666667,3.333333333,5250,133.8111809,370.0055325,123.4873281
Cold-formed,100,100,5,2.5,5250,132.4617605,367.5143758,94.30352344
Cold-formed,100,100,3.555555556,1.777777778,5250,131.3178949,364.8683746,65.10853906
Cold-formed,100,100,26.66666667,13.33333333,5500,160.3711892,374.6013104,293.9438125
Cold-formed,100,100,20,10,5500,152.8801983,374.5615784,258.984
Cold-formed,100,100,13.33333333,6.666666667,5500,146.1994038,375.4216773,200.1593125
Cold-formed,100,100,10,5,5500,143.1157423,373.5399981,160.7317656
Cold-formed,100,100,8,4,5500,141.3389037,371.6335451,133.5069531
Cold-formed,100,100,6.666666667,3.333333333,5500,140.1831419,370.0055325,113.8043516
Cold-formed,100,100,5,2.5,5500,138.7694634,367.5143758,87.04635938
Cold-formed,100,100,3.555555556,1.777777778,5500,137.571128,364.8683746,60.54350391
Cold-formed,100,100,26.66666667,13.33333333,5750,167.6607887,374.6013104,271.2025938
Cold-formed,100,100,20,10,5750,159.8292983,374.5615784,239.2186719
Cold-formed,100,100,13.33333333,6.666666667,5750,152.8448313,375.4216773,184.8230781
Cold-formed,100,100,10,5,5750,149.6210033,373.5399981,148.3683125
Cold-formed,100,100,8,4,5750,147.7633993,371.6335451,123.2736719
Cold-formed,100,100,6.666666667,3.333333333,5750,146.5551029,370.0055325,105.1548906
Cold-formed,100,100,5,2.5,5750,145.0771663,367.5143758,80.68352344
Cold-formed,100,100,3.555555556,1.777777778,5750,143.8243611,364.8683746,56.35717188
Cold-formed,100,100,26.66666667,13.33333333,6000,174.9503882,374.6013104,250.8674219
Cold-formed,100,100,20,10,6000,166.7783982,374.5615784,221.5119531
Cold-formed,100,100,13.33333333,6.666666667,6000,159.4902587,375.4216773,171.3055625
Cold-formed,100,100,10,5,6000,156.1262643,373.5399981,137.59425
Cold-formed,100,100,8,4,6000,154.187895,371.6335451,114.3639922
Cold-formed,100,100,6.666666667,3.333333333,6000,152.9270639,370.0055325,97.58278906
Cold-formed,100,100,5,2.5,6000,151.3848692,367.5143758,74.93146094
Cold-formed,100,100,3.555555556,1.777777778,6000,150.0775941,364.8683746,52.515875
Cold-formed,100,50,21,10.5,150,4.846353911,374.6013104,1047.352
Cold-formed,100,50,13.33333333,6.666666667,150,4.489854115,376.3120781,714.3698125
Cold-formed,100,50,6.666666667,3.333333333,150,4.23843789,372.8554651,348.9435938
Cold-formed,100,50,3.571428571,1.785714286,150,4.135276829,367.2454065,135.3040781
Cold-formed,50,100,21,10.5,150,8.625229336,374.6013104,1043.17
Cold-formed,50,100,13.33333333,6.666666667,150,7.862551077,376.3120781,718.9936875
Cold-formed,50,100,6.666666667,3.333333333,150,7.295852131,372.8554651,351.4420938
Cold-formed,50,100,3.571428571,1.785714286,150,7.05878345,367.2454065,135.8315469
Cold-formed,100,50,21,10.5,250,8.077256519,374.6013104,936.335
Cold-formed,100,50,13.33333333,6.666666667,250,7.483090192,376.3120781,692.23875
Cold-formed,100,50,6.666666667,3.333333333,250,7.06406315,372.8554651,341.9074063
Cold-formed,100,50,3.571428571,1.785714286,250,6.892128048,367.2454065,133.4540156
Cold-formed,50,100,21,10.5,125,7.187691114,374.6013104,970.41175
Cold-formed,50,100,13.33333333,6.666666667,125,6.552125897,376.3120781,715.181625
Cold-formed,50,100,6.666666667,3.333333333,125,6.079876775,372.8554651,355.6335313
Cold-formed,50,100,3.571428571,1.785714286,125,5.882319542,367.2454065,144.4832813
Cold-formed,100,50,21,10.5,500,16.15451304,374.6013104,1037.729938
Cold-formed,100,50,13.33333333,6.666666667,500,14.96618038,376.3120781,707.1340625
Cold-formed,100,50,6.666666667,3.333333333,500,14.1281263,372.8554651,339.3054063
Cold-formed,100,50,3.571428571,1.785714286,500,13.7842561,367.2454065,130.6298828
Cold-formed,50,100,21,10.5,250,14.37538223,374.6013104,1049.58625
Cold-formed,50,100,13.33333333,6.666666667,250,13.10425179,376.3120781,671.5380625
Cold-formed,50,100,6.666666667,3.333333333,250,12.15975355,372.8554651,338.9475313
Cold-formed,50,100,3.571428571,1.785714286,250,11.76463908,367.2454065,131.4716094
Cold-formed,100,50,21,10.5,750,24.23176956,374.6013104,871.0358125
Cold-formed,100,50,13.33333333,6.666666667,750,22.44927058,376.3120781,637.858
Cold-formed,100,50,6.666666667,3.333333333,750,21.19218945,372.8554651,333.8602188
Cold-formed,100,50,3.571428571,1.785714286,750,20.67638414,367.2454065,129.7522891
Cold-formed,50,100,21,10.5,375,21.56307334,374.6013104,889.5633125
Cold-formed,50,100,13.33333333,6.666666667,375,19.65637769,376.3120781,651.3295
Cold-formed,50,100,6.666666667,3.333333333,375,18.23963033,372.8554651,331.01475
Cold-formed,50,100,3.571428571,1.785714286,375,17.64695863,367.2454065,128.2630781
Cold-formed,100,50,21,10.5,1000,32.30902607,374.6013104,817.7361875
Cold-formed,100,50,13.33333333,6.666666667,1000,29.93236077,376.3120781,602.758375
Cold-formed,100,50,6.666666667,3.333333333,1000,28.2562526,372.8554651,319.7217188
Cold-formed,100,50,3.571428571,1.785714286,1000,27.56851219,367.2454065,129.7757578
Cold-formed,50,100,21,10.5,500,28.75076445,374.6013104,840.7305625
Cold-formed,50,100,13.33333333,6.666666667,500,26.20850359,376.3120781,618.629125
Cold-formed,50,100,6.666666667,3.333333333,500,24.3195071,372.8554651,321.4691563
Cold-formed,50,100,3.571428571,1.785714286,500,23.52927817,367.2454065,126.1863125
Cold-formed,100,50,21,10.5,1250,40.38628259,374.6013104,760.099125
Cold-formed,100,50,13.33333333,6.666666667,1250,37.41545096,376.3120781,565.5709375
Cold-formed,100,50,6.666666667,3.333333333,1250,35.32031575,372.8554651,302.656625
Cold-formed,100,50,3.571428571,1.785714286,1250,34.46064024,367.2454065,127.6112266
Cold-formed,50,100,21,10.5,625,35.93845557,374.6013104,787.3354375
Cold-formed,50,100,13.33333333,6.666666667,625,32.76062949,376.3120781,582.03675
Cold-formed,50,100,6.666666667,3.333333333,625,30.39938388,372.8554651,307.5697813
Cold-formed,50,100,3.571428571,1.785714286,625,29.41159771,367.2454065,122.8655859
Cold-formed,100,50,21,10.5,1500,48.46353911,374.6013104,699.197125
Cold-formed,100,50,13.33333333,6.666666667,1500,44.89854115,376.3120781,525.5939375
Cold-formed,100,50,6.666666667,3.333333333,1500,42.3843789,372.8554651,283.5114688
Cold-formed,100,50,3.571428571,1.785714286,1500,41.35276829,367.2454065,118.9991484
Cold-formed,50,100,21,10.5,750,43.12614668,374.6013104,730.881125
Cold-formed,50,100,13.33333333,6.666666667,750,39.31275538,376.3120781,544.598625
Cold-formed,50,100,6.666666667,3.333333333,750,36.47926065,372.8554651,291.8081563
Cold-formed,50,100,3.571428571,1.785714286,750,35.29391725,367.2454065,121.0650234
Cold-formed,100,50,21,10.5,1750,56.54079563,374.6013104,642.61675
Cold-formed,100,50,13.33333333,6.666666667,1750,52.38163134,376.3120781,486.8083438
Cold-formed,100,50,6.666666667,3.333333333,1750,49.44844205,372.8554651,264.0995
Cold-formed,100,50,3.571428571,1.785714286,1750,48.24489634,367.2454065,120.4850781
Cold-formed,50,100,21,10.5,875,50.3138378,374.6013104,677.92425
Cold-formed,50,100,13.33333333,6.666666667,875,45.86488128,376.3120781,507.188625
Cold-formed,50,100,6.666666667,3.333333333,875,42.55913743,372.8554651,274.7096875
Cold-formed,50,100,3.571428571,1.785714286,875,41.17623679,367.2454065,122.1025859
Cold-formed,100,50,21,10.5,2000,64.61805215,374.6013104,588.8513125
Cold-formed,100,50,13.33333333,6.666666667,2000,59.86472153,376.3120781,450.427375
Cold-formed,100,50,6.666666667,3.333333333,2000,56.5125052,372.8554651,246.2277344
Cold-formed,100,50,3.571428571,1.785714286,2000,55.13702438,367.2454065,115.8864531
Cold-formed,50,100,21,10.5,1000,57.50152891,374.6013104,628.7171875
Cold-formed,50,100,13.33333333,6.666666667,1000,52.41700718,376.3120781,474.2512188
Cold-formed,50,100,6.666666667,3.333333333,1000,48.6390142,372.8554651,259.0142969
Cold-formed,50,100,3.571428571,1.785714286,1000,47.05855633,367.2454065,112.346875
Cold-formed,100,50,21,10.5,2250,72.69530867,374.6013104,537.437875
Cold-formed,100,50,13.33333333,6.666666667,2250,67.34781173,376.3120781,415.0390938
Cold-formed,100,50,6.666666667,3.333333333,2250,63.57656835,372.8554651,228.6323438
Cold-formed,100,50,3.571428571,1.785714286,2250,62.02915243,367.2454065,110.7580781
Cold-formed,50,100,21,10.5,1125,64.68922002,374.6013104,582.727625
Cold-formed,50,100,13.33333333,6.666666667,1125,58.96913308,376.3120781,441.9687188
Cold-formed,50,100,6.666666667,3.333333333,1125,54.71889098,372.8554651,243.839625
Cold-formed,50,100,3.571428571,1.785714286,1125,52.94087588,367.2454065,108.2085078
Cold-formed,100,50,21,10.5,2500,80.77256519,374.6013104,487.1613438
Cold-formed,100,50,13.33333333,6.666666667,2500,74.83090192,376.3120781,380.9872188
Cold-formed,100,50,6.666666667,3.333333333,2500,70.6406315,372.8554651,211.7514531
Cold-formed,100,50,3.571428571,1.785714286,2500,68.92128048,367.2454065,105.2727422
Cold-formed,50,100,21,10.5,1250,71.87691114,374.6013104,536.8393125
Cold-formed,50,100,13.33333333,6.666666667,1250,65.52125897,376.3120781,412.2312813
Cold-formed,50,100,6.666666667,3.333333333,1250,60.79876775,372.8554651,229.2049531
Cold-formed,50,100,3.571428571,1.785714286,1250,58.82319542,367.2454065,103.6568438
Cold-formed,100,50,21,10.5,2750,88.8498217,374.6013104,438.2529688
Cold-formed,100,50,13.33333333,6.666666667,2750,82.31399211,376.3120781,347.15125
Cold-formed,100,50,6.666666667,3.333333333,2750,77.70469465,372.8554651,194.7303281
Cold-formed,100,50,3.571428571,1.785714286,2750,75.81340853,367.2454065,99.29980469
Cold-formed,50,100,21,10.5,1375,79.06460225,374.6013104,493.778625
Cold-formed,50,100,13.33333333,6.666666667,1375,72.07338487,376.3120781,382.3527813
Cold-formed,50,100,6.666666667,3.333333333,1375,66.87864453,372.8554651,214.8695938
Cold-formed,50,100,3.571428571,1.785714286,1375,64.70551496,367.2454065,99.33203125
Cold-formed,100,50,21,10.5,3000,96.92707822,374.6013104,392.7318438
Cold-formed,100,50,13.33333333,6.666666667,3000,89.7970823,376.3120781,314.1479688
Cold-formed,100,50,6.666666667,3.333333333,3000,84.7687578,372.8554651,178.8132813
Cold-formed,100,50,3.571428571,1.785714286,3000,82.70553657,367.2454065,93.04500781
Cold-formed,50,100,21,10.5,1500,86.25229336,374.6013104,451.8720625
Cold-formed,50,100,13.33333333,6.666666667,1500,78.62551077,376.3120781,353.5889375
Cold-formed,50,100,6.666666667,3.333333333,1500,72.95852131,372.8554651,200.4924063
Cold-formed,50,100,3.571428571,1.785714286,1500,70.5878345,367.2454065,94.63404688
Cold-formed,100,50,21,10.5,3250,105.0043347,374.6013104,350.6605938
Cold-formed,100,50,13.33333333,6.666666667,3250,97.28017249,376.3120781,283.2510313
Cold-formed,100,50,6.666666667,3.333333333,3250,91.83282095,372.8554651,162.9627656
Cold-formed,100,50,3.571428571,1.785714286,3250,89.59766462,367.2454065,86.47470313
Cold-formed,50,100,21,10.5,1625,93.43998448,374.6013104,411.2271875
Cold-formed,50,100,13.33333333,6.666666667,1625,85.17763667,376.3120781,326.24625
Cold-formed,50,100,6.666666667,3.333333333,1625,79.03839808,372.8554651,187.5055156
Cold-formed,50,100,3.571428571,1.785714286,1625,76.47015404,367.2454065,89.67016406
Cold-formed,100,50,21,10.5,3500,113.0815913,374.6013104,312.9336563
Cold-formed,100,50,13.33333333,6.666666667,3500,104.7632627,376.3120781,254.7764063
Cold-formed,100,50,6.666666667,3.333333333,3500,98.8968841,372.8554651,148.3189531
Cold-formed,100,50,3.571428571,1.785714286,3500,96.48979267,367.2454065,79.98625
Cold-formed,50,100,21,10.5,1750,100.6276756,374.6013104,372.7704063
Cold-formed,50,100,13.33333333,6.666666667,1750,91.72976256,376.3120781,299.6318438
Cold-formed,50,100,6.666666667,3.333333333,1750,85.11827486,372.8554651,173.9793281
Cold-formed,50,100,3.571428571,1.785714286,1750,82.35247358,367.2454065,84.98797656
Cold-formed,100,50,21,10.5,3750,121.1588478,374.6013104,279.6495625
Cold-formed,100,50,13.33333333,6.666666667,3750,112.2463529,376.3120781,229.0450938
Cold-formed,100,50,6.666666667,3.333333333,3750,105.9609472,372.8554651,134.480875
Cold-formed,100,50,3.571428571,1.785714286,3750,103.3819207,367.2454065,73.31459375
