Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$A_{e}$,$I$,$L_{c}/r$,$N_u (kN)$,Author,Title
Cold-formed,100,50,3.571428571,1.785714286,2330,64.23463341,704.9652909,335.92866,677278.8067,64.23463341,169.1224688,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1170,67.27678882,700,2425.08177,733445.0845,67.27678882,835.518875,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1170,61.3278984,700,1707.767909,621561.9308,61.3278984,662.0036875,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1170,56.90764662,704.60028,860.1122778,391816.7712,56.90764662,381.3248125,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1170,55.05851091,704.9652909,335.9677355,232443.2528,55.05851091,166.9923281,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,2510,81.09565545,700,2425.08177,2323157.496,81.09565545,636.50575,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,2510,75.13022553,700,1707.767909,1906105.377,75.13022553,509.8461875,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,2510,70.92319403,704.60028,859.8627743,1160976.479,70.92319403,302.1341563,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,2510,69.1969656,704.9652909,335.92866,677278.8067,69.1969656,158.2267813,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1260,72.45192643,700,2425.08177,733445.0845,72.45192643,755.2575,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1260,66.04542905,700,1707.767909,621561.9308,66.04542905,607.5551875,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1260,61.2851579,704.60028,860.1122778,391816.7712,61.2851579,354.5257813,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1260,59.29378098,704.9652909,335.9677355,232443.2528,59.29378098,149.2392656,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,2690,86.91128014,700,2425.08177,2323157.496,86.91128014,567.5131875,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,2690,80.51805046,700,1707.767909,1906105.377,80.51805046,458.1129063,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,2690,76.00931949,704.60028,859.8627743,1160976.479,76.00931949,273.3598125,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,2690,74.1592978,704.9652909,335.92866,677278.8067,74.1592978,147.1212656,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1340,77.05204874,700,2425.08177,733445.0845,77.05204874,689.07725,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1340,70.23878962,700,1707.767909,621561.9308,70.23878962,560.664875,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1340,65.17627903,704.60028,860.1122778,391816.7712,65.17627903,330.8130938,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1340,63.05846549,704.9652909,335.9677355,232443.2528,63.05846549,141.6790469,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,2870,92.72690483,700,2425.08177,2323157.496,92.72690483,507.4697188,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,2870,85.9058754,700,1707.767909,1906105.377,85.9058754,412.0559375,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,2870,81.09544496,704.60028,859.8627743,1160976.479,81.09544496,247.1585156,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,2870,79.12162999,704.9652909,335.92866,677278.8067,79.12162999,135.9296563,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1430,82.22718634,700,2425.08177,733445.0845,82.22718634,621.4855625,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1430,74.95632027,700,1707.767909,621561.9308,74.95632027,511.1975313,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1430,69.55379031,704.60028,860.1122778,391816.7712,69.55379031,304.9432813,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1430,67.29373556,704.9652909,335.9677355,232443.2528,67.29373556,132.9849063,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,3050,98.54252953,700,2425.08177,2323157.496,98.54252953,455.5214688,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,3050,91.29370034,700,1707.767909,1906105.377,91.29370034,371.43375,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,3050,86.18157043,704.60028,859.8627743,1160976.479,86.18157043,223.6915,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,3050,84.08396218,704.9652909,335.92866,677278.8067,84.08396218,124.9787188,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1520,87.40232394,700,2425.08177,733445.0845,87.40232394,561.266625,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1520,79.67385091,700,1707.767909,621561.9308,79.67385091,465.4669375,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1520,73.93130159,704.60028,860.1122778,391816.7712,73.93130159,280.1940625,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1520,71.52900563,704.9652909,335.9677355,232443.2528,71.52900563,125.0121641,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,3230,104.3581542,700,2425.08177,2323157.496,104.3581542,410.5504688,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,3230,96.68152528,700,1707.767909,1906105.377,96.68152528,335.7984375,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,3230,91.2676959,704.60028,859.8627743,1160976.479,91.2676959,202.8297969,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,3230,89.04629438,704.9652909,335.92866,677278.8067,89.04629438,114.615875,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1610,92.57746154,700,2425.08177,733445.0845,92.57746154,508.123875,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1610,84.39138156,700,1707.767909,621561.9308,84.39138156,424.2016563,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1610,78.30881287,704.60028,860.1122778,391816.7712,78.30881287,257.1849688,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1610,75.7642757,704.9652909,335.9677355,232443.2528,75.7642757,116.9865313,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,3410,110.1737789,700,2425.08177,2323157.496,110.1737789,371.5400625,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,3410,102.0693502,700,1707.767909,1906105.377,102.0693502,304.6156875,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,3410,96.35382136,704.60028,859.8627743,1160976.479,96.35382136,184.379125,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,3410,94.00862657,704.9652909,335.92866,677278.8067,94.00862657,105.0193906,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1700,97.75259915,700,2425.08177,733445.0845,97.75259915,461.4764063,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1700,89.1089122,700,1707.767909,621561.9308,89.1089122,387.113375,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1700,82.68632415,704.60028,860.1122778,391816.7712,82.68632415,235.9143906,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1700,79.99954577,704.9652909,335.9677355,232443.2528,79.99954577,109.6297813,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,3590,115.9894036,700,2425.08177,2323157.496,115.9894036,337.5660625,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,3590,107.4571752,700,1707.767909,1906105.377,107.4571752,277.3025938,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,3590,101.4399468,704.60028,859.8627743,1160976.479,101.4399468,168.1139375,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,3590,98.97095877,704.9652909,335.92866,677278.8067,98.97095877,96.27175,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1790,102.9277367,700,2425.08177,733445.0845,102.9277367,420.5014375,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1790,93.82644285,700,1707.767909,621561.9308,93.82644285,353.942625,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1790,87.06383543,704.60028,860.1122778,391816.7712,87.06383543,216.7904219,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1790,84.23481584,704.9652909,335.9677355,232443.2528,84.23481584,102.7460781,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,3770,121.8050283,700,2425.08177,2323157.496,121.8050283,307.8447188,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,3770,112.8450001,700,1707.767909,1906105.377,112.8450001,253.3094844,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,3770,106.5260723,704.60028,859.8627743,1160976.479,106.5260723,153.7745313,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,3770,103.933291,704.9652909,335.92866,677278.8067,103.933291,88.381625,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1880,108.1028743,700,2425.08177,733445.0845,108.1028743,384.4462188,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1880,98.5439735,700,1707.767909,621561.9308,98.5439735,324.3388125,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1880,91.4413467,704.60028,860.1122778,391816.7712,91.4413467,199.390375,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1880,88.47008591,704.9652909,335.9677355,232443.2528,88.47008591,96.10975781,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,3950,127.620653,700,2425.08177,2323157.496,127.620653,281.720375,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,3950,118.232825,700,1707.767909,1906105.377,118.232825,232.1578125,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,3950,111.6121978,704.60028,859.8627743,1160976.479,111.6121978,141.1015781,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,3950,108.8956232,704.9652909,335.92866,677278.8067,108.8956232,81.30513281,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1970,113.278012,700,2425.08177,733445.0845,113.278012,352.6239063,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1970,103.2615041,700,1707.767909,621561.9308,103.2615041,297.992625,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1970,95.81885798,704.60028,860.1122778,391816.7712,95.81885798,183.77775,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1970,92.70535598,704.9652909,335.9677355,232443.2528,92.70535598,90.08552344,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,4120,133.1131874,700,2425.08177,2323157.496,133.1131874,259.8541719,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,4120,123.3213264,700,1707.767909,1906105.377,123.3213264,214.4211875,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,4120,116.4157607,704.60028,859.8627743,1160976.479,116.4157607,130.4543906,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,4120,113.5822702,704.9652909,335.92866,677278.8067,113.5822702,75.30466406,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,2060,118.4531496,700,2425.08177,733445.0845,118.4531496,324.4304063,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,2060,107.9790348,700,1707.767909,621561.9308,107.9790348,274.6712188,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,2060,100.1963693,704.60028,860.1122778,391816.7712,100.1963693,169.7752031,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,2060,96.94062605,704.9652909,335.9677355,232443.2528,96.94062605,84.26192969,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,4300,138.9288121,700,2425.08177,2323157.496,138.9288121,239.3469688,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,4300,128.7091513,700,1707.767909,1906105.377,128.7091513,197.6779844,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,4300,121.5018862,704.60028,859.8627743,1160976.479,121.5018862,120.3901563,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,4300,118.5446024,704.9652909,335.92866,677278.8067,118.5446024,69.59614844,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,2150,123.6282872,700,2425.08177,733445.0845,123.6282872,299.3609063,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,2150,112.6965654,700,1707.767909,621561.9308,112.6965654,253.8572813,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,2150,104.5738805,704.60028,860.1122778,391816.7712,104.5738805,157.1901563,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,2150,101.1758961,704.9652909,335.9677355,232443.2528,101.1758961,79.03080469,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,150,4.373759705,900,4164.404971,4898077.313,4.373759705,4054.36675,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,150,4.169459954,900,3342.477796,4326049.008,4.169459954,3163.60075,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,150,3.987256468,900,2374.434576,3360426.364,3.987256468,2199.531,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,150,3.903156608,901.3489878,1835.619449,2711023.079,3.903156608,-1,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,150,3.854697374,902.7367573,1363.635953,2263518.243,3.854697374,-1,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,150,3.823176597,903.3264655,1006.182673,1939988.825,3.823176597,-1,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,150,3.784621729,903.6332065,606.97155,1506305.569,3.784621729,-1,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,150,3.751939854,903.440857,324.6139907,1103386.414,3.751939854,-1,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,160,4.665343686,900,4164.404971,4898077.313,4.665343686,3989.5835,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,160,4.447423951,900,3342.477796,4326049.008,4.447423951,3154.69025,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,160,4.253073566,900,2374.434576,3360426.364,4.253073566,2203.70275,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,160,4.163367048,901.3489878,1835.619449,2711023.079,4.163367048,1659.73625,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,160,4.111677199,902.7367573,1363.635953,2263518.243,4.111677199,1267.75675,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,160,4.078055037,903.3264655,1006.182673,1939988.825,4.078055037,960.0951875,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,160,4.036929845,903.6332065,606.97155,1506305.569,4.036929845,594.7195625,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,160,4.002069177,903.440857,324.6139907,1103386.414,4.002069177,327.1259375,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,310,9.039103391,900,4164.404971,4898077.313,9.039103391,4062.5305,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,310,8.616883906,900,3342.477796,4326049.008,8.616883906,3064.17325,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,310,8.240330035,900,2374.434576,3360426.364,8.240330035,2186.931,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,310,8.066523656,901.3489878,1835.619449,2711023.079,8.066523656,1622.355,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,310,7.966374573,902.7367573,1363.635953,2263518.243,7.966374573,1189.203125,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,310,7.901231634,903.3264655,1006.182673,1939988.825,7.901231634,857.6998125,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,310,7.821551574,903.6332065,606.97155,1506305.569,7.821551574,506.075,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,310,7.754009031,903.440857,324.6139907,1103386.414,7.754009031,283.136875,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,470,13.70444708,900,4164.404971,4898077.313,13.70444708,4050.34625,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,470,13.06430786,900,3342.477796,4326049.008,13.06430786,3162.622,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,470,12.4934036,900,2374.434576,3360426.364,12.4934036,2184.5825,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,470,12.2298907,901.3489878,1835.619449,2711023.079,12.2298907,1609.76375,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,470,12.07805177,902.7367573,1363.635953,2263518.243,12.07805177,1171.986375,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,470,11.97928667,903.3264655,1006.182673,1939988.825,11.97928667,840.0433125,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,470,11.85848142,903.6332065,606.97155,1506305.569,11.85848142,495.2655313,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,470,11.75607821,903.440857,324.6139907,1103386.414,11.75607821,273.1939375,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,630,18.36979076,900,4164.404971,4898077.313,18.36979076,3637.61,FE Data from Gardner's Group,
