Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$A_{e}$,$I$,$L_{c}/r$,$N_u (kN)$,Author,Title
Hot-rolled,50,100,6.666666667,3.333333333,310,15.0780944,900,862.7465452,391816.7712,15.0780944,753.6465625,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,310,14.58815246,900,337.7829985,232443.2528,14.58815246,289.0970938,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,790,25.5241306,900,2425.08177,2323157.496,25.5241306,2112.58225,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,790,23.64656501,900,1707.767909,1906105.377,23.64656501,1490.6525,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,790,22.32243955,900,862.4970511,1160976.479,22.32243955,738.1001875,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,790,21.77912463,900,337.7433567,677278.8067,21.77912463,278.8896563,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,390,22.42559627,900,2425.08177,733445.0845,22.42559627,2128.117,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,390,20.4426328,900,1707.767909,621561.9308,20.4426328,1502.083,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,390,18.96921554,900,862.7465452,391816.7712,18.96921554,738.005875,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,390,18.35283697,900,337.7829985,232443.2528,18.35283697,281.43125,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,940,30.37048451,900,2425.08177,2323157.496,30.37048451,2068.494,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,940,28.13641912,900,1707.767909,1906105.377,28.13641912,1466.477375,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,940,26.56087744,900,862.4970511,1160976.479,26.56087744,733.124,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,940,25.91440146,900,337.7433567,677278.8067,25.91440146,279.327625,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,470,27.02571859,900,2425.08177,733445.0845,27.02571859,2104.99275,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,470,24.63599337,900,1707.767909,621561.9308,24.63599337,1489.907125,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,470,22.86033668,900,862.7465452,391816.7712,22.86033668,728.8354375,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,470,22.11752148,900,337.7829985,232443.2528,22.11752148,266.6556563,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,1100,35.53992868,900,2425.08177,2323157.496,35.53992868,2009.40875,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,1100,32.92559684,900,1707.767909,1906105.377,32.92559684,1437.336125,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,1100,31.08187786,900,862.4970511,1160976.479,31.08187786,723.1576875,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,1100,30.32536341,900,337.7433567,677278.8067,30.32536341,276.7146875,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,550,31.6258409,900,2425.08177,733445.0845,31.6258409,2065.346875,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,550,28.82935395,900,1707.767909,621561.9308,28.82935395,1469.020375,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,550,26.75145781,900,862.7465452,391816.7712,26.75145781,716.4845,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,550,25.88220598,900,337.7829985,232443.2528,25.88220598,273.1353438,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,1260,40.70937285,900,2425.08177,2323157.496,40.70937285,1908.0925,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,1260,37.71477457,900,1707.767909,1906105.377,37.71477457,1388.769875,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,1260,35.60287828,900,862.4970511,1160976.479,35.60287828,710.58325,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,1260,34.73632536,900,337.7433567,677278.8067,34.73632536,273.9459063,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,630,36.22596321,900,2425.08177,733445.0845,36.22596321,2004.576625,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,630,33.02271452,900,1707.767909,621561.9308,33.02271452,1440.5855,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,630,30.64257895,900,862.7465452,391816.7712,30.64257895,708.1405,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,630,29.64689049,900,337.7829985,232443.2528,29.64689049,268.8415938,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,1410,45.55572676,900,2425.08177,2323157.496,45.55572676,1765.1425,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,1410,42.20462868,900,1707.767909,1906105.377,42.20462868,1319.44175,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,1410,39.84131617,900,862.4970511,1160976.479,39.84131617,694.998625,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,1410,38.87160219,900,337.7433567,677278.8067,38.87160219,270.5035,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,710,40.82608553,900,2425.08177,733445.0845,40.82608553,1901.339375,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,710,37.2160751,900,1707.767909,621561.9308,37.2160751,1399.571125,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,710,34.53370008,900,862.7465452,391816.7712,34.53370008,688.92925,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,710,33.411575,900,337.7829985,232443.2528,33.411575,259.8857813,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,1570,50.72517094,900,2425.08177,2323157.496,50.72517094,1565.27025,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,1570,46.9938064,900,1707.767909,1906105.377,46.9938064,1212.064875,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,1570,44.36231658,900,862.4970511,1160976.479,44.36231658,665.0285625,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,1570,43.28256414,900,337.7433567,677278.8067,43.28256414,264.579,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,790,45.42620784,900,2425.08177,733445.0845,45.42620784,1772.00975,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,790,41.40943567,900,1707.767909,621561.9308,41.40943567,1332.879125,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,790,38.42482122,900,862.7465452,391816.7712,38.42482122,668.3475,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,790,37.1762595,900,337.7829985,232443.2528,37.1762595,250.334625,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,1730,55.89461511,900,2425.08177,2323157.496,55.89461511,1369.03825,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,1730,51.78298413,900,1707.767909,1906105.377,51.78298413,1085.167125,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,1730,48.883317,900,862.4970511,1160976.479,48.883317,617.0789375,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,1730,47.69352609,900,337.7433567,677278.8067,47.69352609,258.2192656,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,860,49.45131486,900,2425.08177,733445.0845,49.45131486,1621.12625,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,860,45.07862617,900,1707.767909,621561.9308,45.07862617,1258.770125,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,860,41.82955222,900,862.7465452,391816.7712,41.82955222,643.75725,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,860,40.47035845,900,337.7829985,232443.2528,40.47035845,239.0535938,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,1880,60.74096902,900,2425.08177,2323157.496,60.74096902,1195.8085,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,1880,56.27283824,900,1707.767909,1906105.377,56.27283824,965.2010625,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,1880,53.12175489,900,862.4970511,1160976.479,53.12175489,564.3968125,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,1880,51.82880292,900,337.7433567,677278.8067,51.82880292,249.2800625,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,940,54.05143717,900,2425.08177,733445.0845,54.05143717,1434.339375,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,940,49.27198675,900,1707.767909,621561.9308,49.27198675,1156.431875,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,940,45.72067335,900,862.7465452,391816.7712,45.72067335,610.8189375,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,940,44.23504295,900,337.7829985,232443.2528,44.23504295,225.5594063,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,2040,65.91041319,900,2425.08177,2323157.496,65.91041319,1037.137125,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,2040,61.06201597,900,1707.767909,1906105.377,61.06201597,844.993125,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,2040,57.6427553,900,862.4970511,1160976.479,57.6427553,503.3487188,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,2040,56.23976487,900,337.7433567,677278.8067,56.23976487,236.8118438,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1020,58.65155949,900,2425.08177,733445.0845,58.65155949,1262.0055,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1020,53.46534732,900,1707.767909,621561.9308,53.46534732,1037.883563,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1020,49.61179449,900,862.7465452,391816.7712,49.61179449,567.0169375,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1020,47.99972746,900,337.7829985,232443.2528,47.99972746,209.9347031,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,2200,71.07985736,900,2425.08177,2323157.496,71.07985736,904.6290625,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,2200,65.85119369,900,1707.767909,1906105.377,65.85119369,741.0723125,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,2200,62.16375572,900,862.4970511,1160976.479,62.16375572,445.0255938,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,2200,60.65072682,900,337.7433567,677278.8067,60.65072682,221.4967656,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1100,63.2516818,900,2425.08177,733445.0845,63.2516818,1109.317125,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1100,57.6587079,900,1707.767909,621561.9308,57.6587079,925.146375,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1100,53.50291562,900,862.7465452,391816.7712,53.50291562,521.9465625,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1100,51.76441197,900,337.7829985,232443.2528,51.76441197,195.6900156,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,2360,76.24930154,900,2425.08177,2323157.496,76.24930154,793.636125,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,2360,70.64037141,900,1707.767909,1906105.377,70.64037141,653.186875,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,2360,66.68475614,900,862.4970511,1160976.479,66.68475614,394.1386875,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,2360,65.06168877,900,337.7433567,677278.8067,65.06168877,204.4733438,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1180,67.85180411,900,2425.08177,733445.0845,67.85180411,979.255,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1180,61.85206847,900,1707.767909,621561.9308,61.85206847,822.6035,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1180,57.39403676,900,862.7465452,391816.7712,57.39403676,475.0709063,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1180,55.52909647,900,337.7829985,232443.2528,55.52909647,181.7850469,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,2510,81.09565545,900,2425.08177,2323157.496,81.09565545,706.6705625,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,2510,75.13022553,900,1707.767909,1906105.377,75.13022553,581.9445625,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,2510,70.92319403,900,862.4970511,1160976.479,70.92319403,353.2254688,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,2510,69.1969656,900,337.7433567,677278.8067,69.1969656,188.243375,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1260,72.45192643,900,2425.08177,733445.0845,72.45192643,868.0780625,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1260,66.04542905,900,1707.767909,621561.9308,66.04542905,733.25,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1260,61.2851579,900,862.7465452,391816.7712,61.2851579,430.9667813,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1260,59.29378098,900,337.7829985,232443.2528,59.29378098,169.2095938,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,2670,86.26509962,900,2425.08177,2323157.496,86.26509962,628.4415,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,2670,79.91940325,900,1707.767909,1906105.377,79.91940325,518.9283125,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,2670,75.44419444,900,862.4970511,1160976.479,75.44419444,314.8363438,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,2670,73.60792755,900,337.7433567,677278.8067,73.60792755,171.6429531,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1330,76.47703345,900,2425.08177,733445.0845,76.47703345,785.4871875,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1330,69.71461955,900,1707.767909,621561.9308,69.71461955,665.1004375,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1330,64.68988889,900,862.7465452,391816.7712,64.68988889,395.1609063,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1330,62.58787992,900,337.7829985,232443.2528,62.58787992,158.7107031,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,2830,91.43454379,900,2425.08177,2323157.496,91.43454379,562.070625,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,2830,84.70858097,900,1707.767909,1906105.377,84.70858097,464.6286875,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,2830,79.96519486,900,862.4970511,1160976.479,79.96519486,282.66,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,2830,78.0188895,900,337.7433567,677278.8067,78.0188895,156.2949375,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1410,81.07715576,900,2425.08177,733445.0845,81.07715576,703.683125,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1410,73.90798012,900,1707.767909,621561.9308,73.90798012,597.00875,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1410,68.58101003,900,862.7465452,391816.7712,68.58101003,358.2572813,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1410,66.35256443,900,337.7829985,232443.2528,66.35256443,147.6496563,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,2980,96.2808977,900,2425.08177,2323157.496,96.2808977,508.7106563,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,2980,89.19843509,900,1707.767909,1906105.377,89.19843509,420.8841563,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,2980,84.20363275,900,862.4970511,1160976.479,84.20363275,256.1896875,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,2980,82.15416633,900,337.7433567,677278.8067,82.15416633,143.2494375,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1490,85.67727807,900,2425.08177,733445.0845,85.67727807,633.6445625,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1490,78.1013407,900,1707.767909,621561.9308,78.1013407,538.5296875,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1490,72.47213116,900,862.7465452,391816.7712,72.47213116,324.8656563,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1490,70.11724894,900,337.7829985,232443.2528,70.11724894,137.2912656,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,3140,101.4503419,900,2425.08177,2323157.496,101.4503419,459.6272813,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,3140,93.98761281,900,1707.767909,1906105.377,93.98761281,380.6021563,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,3140,88.72463316,900,862.4970511,1160976.479,88.72463316,231.7454688,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,3140,86.56512828,900,337.7433567,677278.8067,86.56512828,130.6961406,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1570,90.27740039,900,2425.08177,733445.0845,90.27740039,573.378875,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1570,82.29470127,900,1707.767909,621561.9308,82.29470127,487.9913438,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1570,76.3632523,900,862.7465452,391816.7712,76.3632523,295.9866875,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1570,73.88193344,900,337.7829985,232443.2528,73.88193344,127.8611406,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,3300,106.619786,900,2425.08177,2323157.496,106.619786,417.529875,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,3300,98.77679053,900,1707.767909,1906105.377,98.77679053,345.765375,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,3300,93.24563358,900,862.4970511,1160976.479,93.24563358,210.6326563,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,3300,90.97609023,900,337.7433567,677278.8067,90.97609023,119.5751406,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1650,94.8775227,900,2425.08177,733445.0845,94.8775227,521.193125,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1650,86.48806185,900,1707.767909,621561.9308,86.48806185,444.0062188,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1650,80.25437344,900,862.7465452,391816.7712,80.25437344,270.2132188,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1650,77.64661795,900,337.7829985,232443.2528,77.64661795,119.174875,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,3450,111.46614,900,2425.08177,2323157.496,111.46614,383.0060625,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,3450,103.2666446,900,1707.767909,1906105.377,103.2666446,317.180625,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,3450,97.48407147,900,862.4970511,1160976.479,97.48407147,193.3525938,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,3450,95.11136706,900,337.7433567,677278.8067,95.11136706,110.2310156,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1730,99.47764501,900,2425.08177,733445.0845,99.47764501,475.694375,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1730,90.68142242,900,1707.767909,621561.9308,90.68142242,405.5015625,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1730,84.14549457,900,862.7465452,391816.7712,84.14549457,247.5585156,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1730,81.41130246,900,337.7829985,232443.2528,81.41130246,111.1736406,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,3610,116.6355841,900,2425.08177,2323157.496,116.6355841,350.561125,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,3610,108.0558224,900,1707.767909,1906105.377,108.0558224,290.3074688,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,3610,102.0050719,900,862.4970511,1160976.479,102.0050719,177.1577188,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,3610,99.52232901,900,337.7433567,677278.8067,99.52232901,101.3227813,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1810,104.0777673,900,2425.08177,733445.0845,104.0777673,435.744625,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1810,94.87478299,900,1707.767909,621561.9308,94.87478299,371.7083125,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1810,88.03661571,900,862.7465452,391816.7712,88.03661571,227.4019531,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1810,85.17598696,900,337.7829985,232443.2528,85.17598696,103.9419766,FE Data from Gardner's Group,
Hot-rolled,100,50,21,10.5,3770,121.8050283,900,2425.08177,2323157.496,121.8050283,321.9120938,FE Data from Gardner's Group,
Hot-rolled,100,50,13.33333333,6.666666667,3770,112.8450001,900,1707.767909,1906105.377,112.8450001,266.6122813,FE Data from Gardner's Group,
Hot-rolled,100,50,6.666666667,3.333333333,3770,106.5260723,900,862.4970511,1160976.479,106.5260723,162.89625,FE Data from Gardner's Group,
Hot-rolled,100,50,3.571428571,1.785714286,3770,103.933291,900,337.7433567,677278.8067,103.933291,93.39657813,FE Data from Gardner's Group,
Hot-rolled,50,100,21,10.5,1880,108.1028743,900,2425.08177,733445.0845,108.1028743,404.619625,FE Data from Gardner's Group,
Hot-rolled,50,100,13.33333333,6.666666667,1880,98.5439735,900,1707.767909,621561.9308,98.5439735,345.3545313,FE Data from Gardner's Group,
Hot-rolled,50,100,6.666666667,3.333333333,1880,91.4413467,900,862.7465452,391816.7712,91.4413467,211.7355469,FE Data from Gardner's Group,
Hot-rolled,50,100,3.571428571,1.785714286,1880,88.47008591,900,337.7829985,232443.2528,88.47008591,98.08880469,FE Data from Gardner's Group,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Cold-formed,100,100,26.66666667,13.33333333,150,4.373759705,374.6013104,4164.404971,4898077.313,4.373759705,1766.691125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,150,4.169459954,374.5615784,3342.477796,4326049.008,4.169459954,1387.75425,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,150,3.987256468,375.4216773,2374.434576,3360426.364,3.987256468,959.50825,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,150,3.903156608,373.5399981,1835.619449,2711023.079,3.903156608,-1,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,150,3.854697374,371.6335451,1494.796447,2263518.243,3.854697374,561.48225,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,150,3.823176597,370.0055325,1260.275311,1939988.825,3.823176597,441.4620313,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,150,3.784621729,367.5143758,854.3381981,1506305.569,3.784621729,275.5100625,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,150,3.751939854,364.8683746,476.8465163,1103386.414,3.751939854,151.26825,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,250,7.289599509,374.6013104,4164.404971,4898077.313,7.289599509,1577.03675,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,250,6.949099924,374.5615784,3342.477796,4326049.008,6.949099924,1287.78475,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,250,6.645427447,375.4216773,2374.434576,3360426.364,6.645427447,938.165125,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,250,6.505261013,373.5399981,1835.619449,2711023.079,6.505261013,707.9154375,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,250,6.424495623,371.6335451,1494.796447,2263518.243,6.424495623,547.835875,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,250,6.371960995,370.0055325,1260.275311,1939988.825,6.371960995,429.1880625,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,250,6.307702882,367.5143758,854.3381981,1506305.569,6.307702882,271.6151875,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,250,6.253233089,364.8683746,476.8465163,1103386.414,6.253233089,150.3162656,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,500,14.57919902,374.6013104,4164.404971,4898077.313,14.57919902,1536.345625,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,500,13.89819985,374.5615784,3342.477796,4326049.008,13.89819985,1378.230375,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,500,13.29085489,375.4216773,2374.434576,3360426.364,13.29085489,902.188625,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,500,13.01052203,373.5399981,1835.619449,2711023.079,13.01052203,696.035375,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,500,12.84899125,371.6335451,1494.796447,2263518.243,12.84899125,548.4611875,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,500,12.74392199,370.0055325,1260.275311,1939988.825,12.74392199,-1,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,500,12.61540576,367.5143758,854.3381981,1506305.569,12.61540576,265.4818438,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,500,12.50646618,364.8683746,476.8465163,1103386.414,12.50646618,145.3013125,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,750,21.86879853,374.6013104,4164.404971,4898077.313,21.86879853,1480.6975,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,750,20.84729977,374.5615784,3342.477796,4326049.008,20.84729977,1207.328125,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,750,19.93628234,375.4216773,2374.434576,3360426.364,19.93628234,873.15975,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,750,19.51578304,373.5399981,1835.619449,2711023.079,19.51578304,674.6036875,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,750,19.27348687,371.6335451,1494.796447,2263518.243,19.27348687,538.4369375,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,750,19.11588299,370.0055325,1260.275311,1939988.825,19.11588299,-1,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,750,18.92310865,367.5143758,854.3381981,1506305.569,18.92310865,265.8547813,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,750,18.75969927,364.8683746,476.8465163,1103386.414,18.75969927,144.7822188,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,1000,29.15839804,374.6013104,4164.404971,4898077.313,29.15839804,1401.79475,FE Data from Gardner's Group,
